"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Norton","Norton","Norton City","51720","VA","Virginia","36.9314","-82.6262","3970"
"Knox","Knox","Knox County","29103","MO","Missouri","40.1282","-92.1481","3947"
"Hardeman","Hardeman","Hardeman County","48197","TX","Texas","34.2902","-99.7457","3945"
"Hardin","Hardin","Hardin County","17069","IL","Illinois","37.5182","-88.2668","3939"
"Edmunds","Edmunds","Edmunds County","46045","SD","South Dakota","45.4188","-99.2153","3909"
"Kearny","Kearny","Kearny County","20093","KS","Kansas","38.0003","-101.3199","3907"
"Sargent","Sargent","Sargent County","38081","ND","North Dakota","46.1078","-97.6306","3872"
"Fisher","Fisher","Fisher County","48151","TX","Texas","32.7428","-100.4022","3856"
"Lyman","Lyman","Lyman County","46085","SD","South Dakota","43.8958","-99.8474","3848"
"Lewis","Lewis","Lewis County","16061","ID","Idaho","46.2370","-116.4263","3838"
"Sutton","Sutton","Sutton County","48435","TX","Texas","30.4984","-100.5382","3824"
"Cavalier","Cavalier","Cavalier County","38019","ND","North Dakota","48.7723","-98.4648","3803"
"Chase","Chase","Chase County","31029","NE","Nebraska","40.5242","-101.6980","3783"
"Lake of the Woods","Lake of the Woods","Lake of the Woods County","27077","MN","Minnesota","48.7712","-94.9046","3771"
"Reagan","Reagan","Reagan County","48383","TX","Texas","31.3661","-101.5231","3766"
"Harper","Harper","Harper County","40059","OK","Oklahoma","36.7888","-99.6674","3760"
"Costilla","Costilla","Costilla County","08023","CO","Colorado","37.2781","-105.4282","3745"
"Knox","Knox","Knox County","48275","TX","Texas","33.6061","-99.7414","3705"
"Clark","Clark","Clark County","46025","SD","South Dakota","44.8582","-97.7295","3685"
"Adams","Adams","Adams County","19003","IA","Iowa","41.0290","-94.6992","3670"
"Sweet Grass","Sweet Grass","Sweet Grass County","30097","MT","Montana","45.8139","-109.9410","3670"
"Roger Mills","Roger Mills","Roger Mills County","40129","OK","Oklahoma","35.6883","-99.6958","3667"
"Upton","Upton","Upton County","48461","TX","Texas","31.3688","-102.0431","3659"
"Kinney","Kinney","Kinney County","48271","TX","Texas","29.3501","-100.4180","3659"
"Mercer","Mercer","Mercer County","29129","MO","Missouri","40.4223","-93.5686","3644"
"Kimball","Kimball","Kimball County","31105","NE","Nebraska","41.1978","-103.7149","3633"
"Smith","Smith","Smith County","20183","KS","Kansas","39.7852","-98.7855","3627"
"Baylor","Baylor","Baylor County","48023","TX","Texas","33.6165","-99.2135","3577"
"Baca","Baca","Baca County","08009","CO","Colorado","37.3192","-102.5604","3561"
"Nance","Nance","Nance County","31125","NE","Nebraska","41.3973","-97.9922","3544"
"Webster","Webster","Webster County","31181","NE","Nebraska","40.1764","-98.5000","3537"
"Osborne","Osborne","Osborne County","20141","KS","Kansas","39.3503","-98.7679","3530"
"Catron","Catron","Catron County","35003","NM","New Mexico","33.9152","-108.4046","3526"
"Crockett","Crockett","Crockett County","48105","TX","Texas","30.7231","-101.4120","3484"
"Sheridan","Sheridan","Sheridan County","30091","MT","Montana","48.7212","-104.5047","3483"
"Bennett","Bennett","Bennett County","46007","SD","South Dakota","43.1950","-101.6640","3425"
"Harlan","Harlan","Harlan County","31083","NE","Nebraska","40.1765","-99.4046","3415"
"Real","Real","Real County","48385","TX","Texas","29.8318","-99.8222","3408"
"Hanson","Hanson","Hanson County","46061","SD","South Dakota","43.6748","-97.7873","3399"
"Lipscomb","Lipscomb","Lipscomb County","48295","TX","Texas","36.2776","-100.2731","3398"
"Aleutians East","Aleutians East","Aleutians East Borough","02013","AK","Alaska","55.3665","-161.9813","3385"
"Donley","Donley","Donley County","48129","TX","Texas","34.9654","-100.8140","3342"
"Chautauqua","Chautauqua","Chautauqua County","20019","KS","Kansas","37.1500","-96.2454","3323"
"Granite","Granite","Granite County","30039","MT","Montana","46.4045","-113.4403","3311"
"Traverse","Traverse","Traverse County","27155","MN","Minnesota","45.7722","-96.4716","3311"
"Emmons","Emmons","Emmons County","38029","ND","North Dakota","46.2851","-100.2387","3310"
"Coke","Coke","Coke County","48081","TX","Texas","31.8886","-100.5299","3303"
"Shackelford","Shackelford","Shackelford County","48417","TX","Texas","32.7359","-99.3541","3296"
"Jackson","Jackson","Jackson County","46071","SD","South Dakota","43.6943","-101.6281","3290"
"Concho","Concho","Concho County","48095","TX","Texas","31.3266","-99.8640","3266"
"Foster","Foster","Foster County","38031","ND","North Dakota","47.4571","-98.8830","3260"
"Petersburg","Petersburg","Petersburg Borough","02195","AK","Alaska","57.1195","-132.9345","3257"
"Hand","Hand","Hand County","46059","SD","South Dakota","44.5478","-99.0049","3256"
"Woodson","Woodson","Woodson County","20207","KS","Kansas","37.8867","-95.7401","3157"
"Bowman","Bowman","Bowman County","38011","ND","North Dakota","46.1126","-103.5206","3148"
"Baker","Baker","Baker County","13007","GA","Georgia","31.3262","-84.4447","3132"
"Sherman","Sherman","Sherman County","48421","TX","Texas","36.2777","-101.8934","3059"
"Hall","Hall","Hall County","48191","TX","Texas","34.5308","-100.6811","3048"
"Lincoln","Lincoln","Lincoln County","20105","KS","Kansas","39.0453","-98.2077","3044"
"Sierra","Sierra","Sierra County","06091","CA","California","39.5803","-120.5160","3040"
"Sherman","Sherman","Sherman County","31163","NE","Nebraska","41.2206","-98.9762","3033"
"Rush","Rush","Rush County","20165","KS","Kansas","38.5231","-99.3092","3022"
"Stanley","Stanley","Stanley County","46117","SD","South Dakota","44.4123","-100.7359","3017"
"Brown","Brown","Brown County","31017","NE","Nebraska","42.4300","-99.9295","3015"
"Glascock","Glascock","Glascock County","13125","GA","Georgia","33.2293","-82.6107","2996"
"Franklin","Franklin","Franklin County","31061","NE","Nebraska","40.1763","-98.9528","2987"
"Schleicher","Schleicher","Schleicher County","48413","TX","Texas","30.8974","-100.5383","2983"
"Collingsworth","Collingsworth","Collingsworth County","48087","TX","Texas","34.9648","-100.2700","2969"
"Clay","Clay","Clay County","13061","GA","Georgia","31.6263","-84.9801","2951"
"Douglas","Douglas","Douglas County","46043","SD","South Dakota","43.3869","-98.3661","2929"
"Fallon","Fallon","Fallon County","30025","MT","Montana","46.3340","-104.4174","2921"
"Perkins","Perkins","Perkins County","31135","NE","Nebraska","40.8510","-101.6497","2901"
"Perkins","Perkins","Perkins County","46105","SD","South Dakota","45.4905","-102.4757","2897"
"Nelson","Nelson","Nelson County","38063","ND","North Dakota","47.9217","-98.1920","2894"
"Cochran","Cochran","Cochran County","48079","TX","Texas","33.6042","-102.8285","2887"
"Jewell","Jewell","Jewell County","20089","KS","Kansas","39.7847","-98.2183","2885"
"Ness","Ness","Ness County","20135","KS","Kansas","38.4794","-99.9161","2876"
"Edwards","Edwards","Edwards County","20047","KS","Kansas","37.8876","-99.3122","2869"
"Decatur","Decatur","Decatur County","20039","KS","Kansas","39.7847","-100.4599","2860"
"Trego","Trego","Trego County","20195","KS","Kansas","38.9143","-99.8728","2840"
"Hitchcock","Hitchcock","Hitchcock County","31087","NE","Nebraska","40.1763","-101.0423","2815"
"Logan","Logan","Logan County","20109","KS","Kansas","38.9173","-101.1484","2805"
"Ziebach","Ziebach","Ziebach County","46137","SD","South Dakota","44.9804","-101.6658","2791"
"Aurora","Aurora","Aurora County","46003","SD","South Dakota","43.7180","-98.5616","2763"
"Morton","Morton","Morton County","20129","KS","Kansas","37.1914","-101.7992","2754"
"Harmon","Harmon","Harmon County","40057","OK","Oklahoma","34.7441","-99.8462","2710"
"Wayne","Wayne","Wayne County","49055","UT","Utah","38.3244","-110.9039","2689"
"Cheyenne","Cheyenne","Cheyenne County","20023","KS","Kansas","39.7859","-101.7313","2665"
"Pawnee","Pawnee","Pawnee County","31133","NE","Nebraska","40.1315","-96.2371","2649"
"Gove","Gove","Gove County","20063","KS","Kansas","38.9161","-100.4830","2644"
"Frontier","Frontier","Frontier County","31063","NE","Nebraska","40.5301","-100.3942","2640"
"Chase","Chase","Chase County","20017","KS","Kansas","38.3020","-96.5939","2637"
"Webster","Webster","Webster County","13307","GA","Georgia","32.0466","-84.5510","2610"
"McIntosh","McIntosh","McIntosh County","38051","ND","North Dakota","46.1118","-99.4412","2597"
"Hamilton","Hamilton","Hamilton County","20075","KS","Kansas","37.9991","-101.7912","2591"
"Butte","Butte","Butte County","16023","ID","Idaho","43.7229","-113.1721","2581"
"Hettinger","Hettinger","Hettinger County","38041","ND","North Dakota","46.4325","-102.4603","2547"
"Elk","Elk","Elk County","20049","KS","Kansas","37.4537","-96.2441","2523"
"Graham","Graham","Graham County","20065","KS","Kansas","39.3497","-99.8832","2519"
"Haines","Haines","Haines Borough","02100","AK","Alaska","59.1199","-135.5000","2518"
"Sheridan","Sheridan","Sheridan County","20179","KS","Kansas","39.3503","-100.4418","2506"
"Kiowa","Kiowa","Kiowa County","20097","KS","Kansas","37.5582","-99.2861","2505"
"Wrangell","Wrangell","Wrangell City and Borough","02275","AK","Alaska","56.3317","-132.0223","2502"
"Rawlins","Rawlins","Rawlins County","20153","KS","Kansas","39.7852","-101.0759","2502"
"Kidder","Kidder","Kidder County","38043","ND","North Dakota","46.9801","-99.7801","2466"
"Renville","Renville","Renville County","38075","ND","North Dakota","48.7190","-101.6578","2442"
"Niobrara","Niobrara","Niobrara County","56027","WY","Wyoming","43.0564","-104.4754","2422"
"Griggs","Griggs","Griggs County","38039","ND","North Dakota","47.4573","-98.2370","2409"
"Rich","Rich","Rich County","49033","UT","Utah","41.6323","-111.2445","2389"
"Greeley","Greeley","Greeley County","31077","NE","Nebraska","41.5674","-98.5212","2382"
"Sanborn","Sanborn","Sanborn County","46111","SD","South Dakota","44.0234","-98.0913","2379"
"Grant","Grant","Grant County","38037","ND","North Dakota","46.3583","-101.6397","2353"
"Liberty","Liberty","Liberty County","30051","MT","Montana","48.5617","-111.0246","2351"
"Divide","Divide","Divide County","38023","ND","North Dakota","48.8149","-103.4872","2335"
"Sedgwick","Sedgwick","Sedgwick County","08115","CO","Colorado","40.8759","-102.3518","2322"
"Potter","Potter","Potter County","46107","SD","South Dakota","45.0645","-99.9572","2315"
"Faulk","Faulk","Faulk County","46049","SD","South Dakota","45.0710","-99.1453","2312"
"Adams","Adams","Adams County","38001","ND","North Dakota","46.0968","-102.5284","2311"
"Eddy","Eddy","Eddy County","38027","ND","North Dakota","47.7176","-98.9016","2301"
"McPherson","McPherson","McPherson County","46089","SD","South Dakota","45.7664","-99.2214","2297"
"Quitman","Quitman","Quitman County","13239","GA","Georgia","31.8673","-85.0188","2289"
"Denali","Denali","Denali Borough","02068","AK","Alaska","63.6716","-150.0117","2246"
"Jeff Davis","Jeff Davis","Jeff Davis County","48243","TX","Texas","30.7154","-104.1400","2241"
"Garfield","Garfield","Garfield County","53023","WA","Washington","46.4316","-117.5452","2230"
"Towner","Towner","Towner County","38095","ND","North Dakota","48.6855","-99.2457","2224"
"Culberson","Culberson","Culberson County","48109","TX","Texas","31.4471","-104.5173","2214"
"Miner","Miner","Miner County","46097","SD","South Dakota","44.0219","-97.6102","2211"
"Highland","Highland","Highland County","51091","VA","Virginia","38.3623","-79.5686","2204"
"Dickens","Dickens","Dickens County","48125","TX","Texas","33.6165","-100.7789","2203"
"Burke","Burke","Burke County","38013","ND","North Dakota","48.7910","-102.5182","2182"
"Cimarron","Cimarron","Cimarron County","40025","OK","Oklahoma","36.7483","-102.5177","2174"
"Wheatland","Wheatland","Wheatland County","30107","MT","Montana","46.4663","-109.8446","2142"
"Hoonah-Angoon","Hoonah-Angoon","Hoonah-Angoon Census Area","02105","AK","Alaska","58.2884","-135.6430","2139"
"Wichita","Wichita","Wichita County","20203","KS","Kansas","38.4821","-101.3474","2130"
"Robertson","Robertson","Robertson County","21201","KY","Kentucky","38.5188","-84.0520","2123"
"Menard","Menard","Menard County","48327","TX","Texas","30.8898","-99.8206","2119"
"Keweenaw","Keweenaw","Keweenaw County","26083","MI","Michigan","47.6279","-88.4346","2111"
"Oldham","Oldham","Oldham County","48359","TX","Texas","35.4050","-102.6028","2094"
"Mellette","Mellette","Mellette County","46095","SD","South Dakota","43.5813","-100.7600","2052"
"Stanton","Stanton","Stanton County","20187","KS","Kansas","37.5630","-101.7842","2052"
"De Baca","De Baca","De Baca County","35011","NM","New Mexico","34.3425","-104.4120","2040"
"Worth","Worth","Worth County","29227","MO","Missouri","40.4791","-94.4221","2027"
"Cheyenne","Cheyenne","Cheyenne County","08017","CO","Colorado","38.8280","-102.6035","2026"
"Clark","Clark","Clark County","20025","KS","Kansas","37.2355","-99.8203","2026"
"Buffalo","Buffalo","Buffalo County","46017","SD","South Dakota","44.0763","-99.2048","2026"
"Haakon","Haakon","Haakon County","46055","SD","South Dakota","44.2945","-101.5399","2018"
"Jerauld","Jerauld","Jerauld County","46073","SD","South Dakota","44.0663","-98.6296","2018"
"Gosper","Gosper","Gosper County","31073","NE","Nebraska","40.5148","-99.8307","2013"
"Garfield","Garfield","Garfield County","31071","NE","Nebraska","41.9144","-98.9914","2001"
"Armstrong","Armstrong","Armstrong County","48011","TX","Texas","34.9649","-101.3574","1973"
"Judith Basin","Judith Basin","Judith Basin County","30045","MT","Montana","47.0454","-110.2660","1954"
"Boyd","Boyd","Boyd County","31015","NE","Nebraska","42.8997","-98.7665","1937"
"Edwards","Edwards","Edwards County","48137","TX","Texas","29.9827","-100.3048","1918"
"Dundy","Dundy","Dundy County","31057","NE","Nebraska","40.1762","-101.6879","1913"
"Meagher","Meagher","Meagher County","30059","MT","Montana","46.5982","-110.8857","1888"
"Gilliam","Gilliam","Gilliam County","41021","OR","Oregon","45.3783","-120.2108","1878"
"Hodgeman","Hodgeman","Hodgeman County","20083","KS","Kansas","38.0875","-99.8979","1876"
"Logan","Logan","Logan County","38047","ND","North Dakota","46.4573","-99.4774","1872"
"Piute","Piute","Piute County","49031","UT","Utah","38.3367","-112.1274","1866"
"Garden","Garden","Garden County","31069","NE","Nebraska","41.6194","-102.3355","1864"
"Eureka","Eureka","Eureka County","32011","NV","Nevada","39.9839","-116.2686","1859"
"Dolores","Dolores","Dolores County","08033","CO","Colorado","37.7517","-108.5174","1857"
"Golden Valley","Golden Valley","Golden Valley County","38033","ND","North Dakota","46.9402","-103.8466","1845"
"Oliver","Oliver","Oliver County","38065","ND","North Dakota","47.1153","-101.3403","1842"
"Deuel","Deuel","Deuel County","31049","NE","Nebraska","41.1116","-102.3338","1831"
"McCone","McCone","McCone County","30055","MT","Montana","47.6452","-105.7954","1790"
"Steele","Steele","Steele County","38091","ND","North Dakota","47.4562","-97.7246","1744"
"Comanche","Comanche","Comanche County","20033","KS","Kansas","37.1913","-99.2718","1740"
"Daniels","Daniels","Daniels County","30019","MT","Montana","48.7838","-105.5485","1730"
"Sherman","Sherman","Sherman County","41055","OR","Oregon","45.4052","-120.6894","1642"
"Cottle","Cottle","Cottle County","48101","TX","Texas","34.0776","-100.2788","1642"
"Irion","Irion","Irion County","48235","TX","Texas","31.3039","-100.9824","1620"
"Taliaferro","Taliaferro","Taliaferro County","13265","GA","Georgia","33.5661","-82.8788","1611"
"Powder River","Powder River","Powder River County","30075","MT","Montana","45.3950","-105.6302","1607"
"Wallace","Wallace","Wallace County","20199","KS","Kansas","38.9167","-101.7636","1574"
"Lane","Lane","Lane County","20101","KS","Kansas","38.4813","-100.4664","1564"
"Glasscock","Glasscock","Glasscock County","48173","TX","Texas","31.8694","-101.5208","1510"
"Kiowa","Kiowa","Kiowa County","08061","CO","Colorado","38.4327","-102.7403","1489"
"Campbell","Campbell","Campbell County","46021","SD","South Dakota","45.7712","-100.0516","1485"
"Stonewall","Stonewall","Stonewall County","48433","TX","Texas","33.1792","-100.2534","1476"
"Briscoe","Briscoe","Briscoe County","48045","TX","Texas","34.5303","-101.2086","1457"
"Throckmorton","Throckmorton","Throckmorton County","48447","TX","Texas","33.1775","-99.2124","1436"
